,x_m,y_m,c
0,-0.7999920995244841,0.001618551965164,0.002243403386691745
1,-0.7781426121740754,0.0016239171403302,0.0022175023259579
2,-0.756293148532918,0.0016282236754927,0.0021526299886442677
3,-0.7344437125445649,0.0016315025435726,0.0020614955114203835
4,-0.7125943035946571,0.0016337972558661,0.0020361330836404
5,-0.6907449170712942,0.0016351199241336,0.0019707227722726463
6,-0.6688955569744173,0.0016355017779451,0.001893556649064981
7,-0.6470462183429492,0.0016349796591141,0.0018409630972940766
8,-0.6251969052632257,0.0016335786784345,0.0017767867202810198
9,-0.6033476129217514,0.0016313294756606,0.0017376317915260703
10,-0.5814983409945562,0.0016282507453528,0.0016470192372021427
11,-0.5596490889908565,0.001624385747258,0.0016076092560410394
12,-0.5377998609058184,0.0016197532983284,0.0015300784850610625
13,-0.5159506518359522,0.0016143904120436,0.0014912675582246817
14,-0.4941014616396519,0.0016083156180973,0.0014134845664420983
15,-0.4722522896725762,0.0016015660506611,0.0013616812124905878
16,-0.4504031356455362,0.001594166441488,0.0012965331992038215
17,-0.4285539990593734,0.0015861478926563,0.0012314776244847863
18,-0.4067048839164293,0.0015775414637699,0.0011931849030600798
19,-0.3848557811968724,0.0015683654329394,0.001102319151234194
20,-0.3630066946690686,0.0015586631806039,0.0010632346983146907
21,-0.3411576196887105,0.0015484533639147,0.0009981078153866554
22,-0.3193085645184876,0.0015377670781846,0.0009338178425597661
23,-0.2974595200233694,0.0015266350107423,0.0008685866047611194
24,-0.2756104901445084,0.0015150883044747,0.0008167841926472413
25,-0.2537614745327281,0.0015031516894349,0.0007650617325102941
26,-0.2319124683985398,0.0014908498548675,0.0006868173007654803
27,-0.2100634758954431,0.001478220155918,0.0006354086233016241
28,-0.1882144960167926,0.0014652871339746,0.0005707379627877222
29,-0.1663655199850851,0.0014520816565315,0.0005179896254993341
30,-0.1445165606473051,0.0014386289125997,0.00044110419228739694
31,-0.1226676048828068,0.0014249655977914,0.0004016998350898365
32,-0.1008186596273676,0.0014111105273701,0.00032362211882274225
33,-0.0789697261550632,0.0013971009748867,0.0002855831442434058
34,-0.0571207940075504,0.0013829550926715,0.00019405699153499475
35,-0.03527187216975,0.0013687165790196,0.00016834417280178467
36,-0.0134229556674339,0.0013543977054583,7.755255529224e-05
37,0.0084259561113568,0.0013400418133178,2.5713104284131802e-05
38,0.0302748629159197,0.0013256736496501,2.6234860310333515e-05
39,0.0521237656965107,0.0013113180124926,9.131362343994779e-05
40,0.0739726600908607,0.0012970059716484,0.0001425618690947383
41,0.0958215560462267,0.0012827619851888,0.0002210272321791751
42,0.1176704486904534,0.0012686235136408,0.0002724412726706835
43,0.1395193389701978,0.0012546151000927,0.00033738900610739465
44,0.1613682309239106,0.0012407677463296,0.0003896116439916009
45,0.1832171177022086,0.001227106386391,0.0004541723615780502
46,0.2050660069416225,0.0012136618350857,0.0005190037945346378
47,0.2269148954784432,0.0012004650432361,0.0005707425313199579
48,0.2487637878622073,0.0011875407068863,0.0006362440560374197
49,0.2706126755326861,0.0011749200998146,0.0006872462839527825
50,0.2924615726362953,0.0011626275611001,0.0007656003509289797
51,0.3143104700993211,0.001150700500296,0.0008175131224938962
52,0.3361593694718991,0.0011391636984407,0.0008691426762422812
53,0.3580082741026069,0.001128041800593,0.0009470810008427691
54,0.379857185116889,0.0011173720123084,0.000985956336605886
55,0.4017060985759682,0.0011071728938899,0.001063897501937203
56,0.4235550186058898,0.0010974816508817,0.0011156985162582764
57,0.4454039425552289,0.0010883230133482,0.0011933929707394822
58,0.4672528787491929,0.0010797340678415,0.0012195536172095879
59,0.4891018183623679,0.0010717273068966,0.0013097809500617068
60,0.5109507716047945,0.0010643457998619,0.0013624674028218432
61,0.5327997298298501,0.0010576147017396,0.0014268765613285274
62,0.5546486970723832,0.0010515647593658,0.0014657907960135136
63,0.576497674794938,0.0010462145500197,0.0015565451414752836
64,0.5983466672099529,0.0010416073980215,0.0015957036018816196
65,0.6201956655796117,0.0010377619996654,0.0016605386556259667
66,0.6420446757420031,0.0010347093057396,0.0017249797142549486
67,0.6638937011320993,0.0010324800800792,0.001777135607940921
68,0.6857427391008781,0.0010310992227145,0.0018549625865994024
69,0.7075917895728225,0.0010306038882157,0.001893695957847909
70,0.7294408570098758,0.001031012568868,0.0019717356353793447
71,0.7512899377372437,0.0010323625212344,0.00202324917813183
72,0.7731390369031419,0.0010346783393774,0.002075976467261515
73,0.7949881452610668,0.001037985195298,0.0021526219450766007
74,0.8168372765303449,0.0010423196826262,0.002218236648645273
75,0.8386864233517057,0.0010477131261256,0.0022570754720061827
76,0.8605355853868519,0.0010541840690893,0.0023215415298524457
77,0.8823847714720752,0.0010617632923282,0.0023999075493743574
78,0.90423396953306,0.0010704882054068,0.002438092203834834
79,0.9260831930299492,0.0010803770456271,0.0025036393512157455
80,0.9479324328026326,0.0010914611037663,0.0025808442035885957
81,0.9697816989735566,0.0011037772454137,0.002633182946196859
82,0.9916309828936968,0.0011173504556055,0.002671869173426385
83,1.013480289624877,0.0011321992096278,0.0027627201134421005
84,1.0353296185792948,0.0011483668828088,0.0028144395449391053
85,1.0571789713058877,0.0011658781712038,0.0028534144758783075
86,1.079028348067439,0.0011847516860899,0.0029444418369020697
87,1.100877748277346,0.0012050308877782,0.002995981052867149
88,1.122727173483347,0.0012267403873411,0.003047986020975056
89,1.1445766234359378,0.0012499050168137,0.0030994791486082403
90,1.166426103283336,0.0012745493702581,0.003190903258079438
91,1.1882756088408604,0.0013007170949616,0.003229340878869017
92,1.2101251403676925,0.0013284265472523,0.0032814472536254694
93,1.2319746988152902,0.0013577026101505,0.003371992891815068
94,1.2538242883948922,0.0013885885229934,0.003397928725696368
95,1.2756739098815668,0.0014210966763001,0.0034891191019418817
96,1.2975235542879933,0.0014552705983997,0.003527184615333767
97,1.3193732362740749,0.0014911284925966,0.00359256333065912
98,1.341222946678501,0.0015287015646849,0.0036706910183977137
99,1.3630726860280389,0.0015680271222018,0.0037607956138793093
100,1.3849224597312846,0.0016091482005207,0.004735179161409631
101,1.4067722515515633,0.0016525299626796,0.006423240493363326
102,1.428622043461596,0.0016989782855873,0.0081374220080089
103,1.4504718158096526,0.0017493115046674,0.009825973382594359
104,1.4723215409691766,0.0018043356838276,0.01155305515027632
105,1.4941711993748314,0.0018648752772674,0.013241942214751804
106,1.516020768202699,0.0019317364678525,0.01494252619549817
107,1.5378702319090154,0.0020057310133065,0.01665786760074309
108,1.5597195630460114,0.0020876776400041,0.018372249957370492
109,1.5815687419607565,0.0021783945983857,0.020060903030389043
110,1.6034177464256132,0.0022786877993694,0.021775407922706703
111,1.6252665603881322,0.0023893754763854,0.023478258502175706
112,1.6471151527124697,0.0025112701690597,0.025179643317268855
113,1.6689635072561813,0.0026451837370975,0.026907911556226814
114,1.6908116020556103,0.0027919407876769,0.02858414564463291
115,1.7126594171962468,0.0029523410449442,0.03031296940377561
116,1.7345069289159936,0.0031272092520572,0.03200213676348715
117,1.756354114384934,0.0033173511669665,0.033731013656757486
118,1.778200954641212,0.0035235914818218,0.03542090828872498
119,1.800047425057668,0.0037467361755366,0.03712302091596135
120,1.8218935118925803,0.0039875971248036,0.03884010429895303
121,1.843739182897938,0.0042469931070056,0.040555528399341984
