x_m,y_m,w_tr_right_m,w_tr_left_m
68.03339385,64.39802883,1.1,1.1
68.06111458,64.01020425,1.1,1.1
68.08855744,63.62240191,1.1,1.1
68.11574329,63.23461202,1.1,1.1
68.1426929,62.84682485,1.1,1.1
68.16942704,62.45903061,1.1,1.1
68.19596647,62.0712194,1.1,1.1
68.22233205,61.6833816,1.1,1.1
68.24854446,61.29550723,1.1,1.1
68.27462455,60.90758665,1.1,1.1
68.30059301,60.51960999,1.1,1.1
68.3264707,60.13156745,1.1,1.1
68.35227845,59.74344929,1.1,1.1
68.37803697,59.35524564,1.1,1.1
68.40376694,58.96694678,1.1,1.1
68.42948936,58.57854283,1.1,1.1
68.45522485,58.19002414,1.1,1.1
68.48099425,57.80138084,1.1,1.1
68.50681826,57.41260303,1.1,1.1
68.5327809,57.02369509,1.1,1.1
68.55975968,56.63483717,1.1,1.1
68.58917432,56.24632968,1.1,1.1
68.62245489,55.85847546,1.1,1.1
68.66103152,55.47157718,1.1,1.1
68.70633435,55.08593759,1.1,1.1
68.75979344,54.70185961,1.1,1.1
68.82283901,54.31964582,1.1,1.1
68.8969012,53.93959905,1.1,1.1
68.98337832,53.56202044,1.1,1.1
69.08272529,53.18716449,1.1,1.1
69.19431622,52.81523198,1.1,1.1
69.31746588,52.44642073,1.1,1.1
69.45148917,52.08092871,1.1,1.1
69.59570095,51.71895365,1.1,1.1
69.74941597,51.36069353,1.1,1.1
69.91194899,51.00634616,1.1,1.1
70.08261502,50.65610944,1.1,1.1
70.26073193,50.31018142,1.1,1.1
70.44600956,49.96877951,1.1,1.1
70.63891613,49.63215878,1.1,1.1
70.84000688,49.30057865,1.1,1.1
71.04983707,48.97429848,1.1,1.1
71.26882296,48.65349523,1.1,1.1
71.49333064,48.33594617,1.1,1.1
71.71513713,48.0167095,1.1,1.1
71.92577196,47.69069676,1.1,1.1
72.11676501,47.35281967,1.1,1.1
72.28091868,46.99962202,1.1,1.1
72.41537199,46.6332082,1.1,1.1
72.51818684,46.25686626,1.1,1.1
72.58742537,45.873884,1.1,1.1
72.62116684,45.48754417,1.1,1.1
72.61945962,45.1005334,1.1,1.1
72.58610663,44.71440188,1.1,1.1
72.52533248,44.33057204,1.1,1.1
72.44136193,43.95046639,1.1,1.1
72.33854762,43.57519607,1.1,1.1
72.22202693,43.20396381,1.1,1.1
72.09723454,42.83524995,1.1,1.1
71.96960553,42.46753326,1.1,1.1
71.84457472,42.09929282,1.1,1.1
71.72583979,41.72945717,1.1,1.1
71.61129928,41.35845649,1.1,1.1
71.49764315,40.9870335,1.1,1.1
71.38156126,40.61593115,1.1,1.1
71.26004415,40.24583546,1.1,1.1
71.13364544,39.87675646,1.1,1.1
71.00524982,39.5082622,1.1,1.1
70.87778229,39.13991309,1.1,1.1
70.75416793,38.77126947,1.1,1.1
70.63703909,38.40186524,1.1,1.1
70.52725324,38.03107272,1.1,1.1
70.42500181,37.65820364,1.1,1.1
70.33047546,37.28256997,1.1,1.1
70.24388772,36.90350715,1.1,1.1
70.16609177,36.52100461,1.1,1.1
70.09864369,36.13577053,1.1,1.1
70.04313558,35.7485499,1.1,1.1
70.00115937,35.36008776,1.1,1.1
69.97430723,34.97112902,1.1,1.1
69.96417125,34.5824189,1.1,1.1
69.97234338,34.19470221,1.1,1.1
70.00041579,33.80872416,1.1,1.1
70.04997302,33.42523029,1.1,1.1
70.12182283,33.04503658,1.1,1.1
70.2153331,32.66908926,1.1,1.1
70.32971547,32.29834871,1.1,1.1
70.46418161,31.93377521,1.1,1.1
70.61794315,31.57632914,1.1,1.1
70.79021162,31.22697073,1.1,1.1
70.98019879,30.88666042,1.1,1.1
71.1871162,30.55635859,1.1,1.1
71.41017539,30.23702523,1.1,1.1
71.64792677,29.92882166,1.1,1.1
71.89677294,29.62931328,1.1,1.1
72.15268105,29.3355389,1.1,1.1
72.411618,29.04453744,1.1,1.1
72.66955086,28.75334774,1.1,1.1
72.9224467,28.45900878,1.1,1.1
73.16627241,28.15855938,1.1,1.1
73.39699523,27.84903847,1.1,1.1
73.61058206,27.52748487,1.1,1.1
73.80335296,27.19149252,1.1,1.1
73.97370083,26.84191295,1.1,1.1
74.12077226,26.48078283,1.1,1.1
74.24371531,26.11014068,1.1,1.1
74.34167765,25.73202486,1.1,1.1
74.41380711,25.34847365,1.1,1.1
74.45925159,24.96152566,1.1,1.1
74.47715893,24.5732191,1.1,1.1
74.46667695,24.18559241,1.1,1.1
74.42706294,23.80065051,1.1,1.1
74.35879404,23.42002446,1.1,1.1
74.26310981,23.04511203,1.1,1.1
74.14126116,22.67730729,1.1,1.1
73.99449949,22.31800418,1.1,1.1
73.82407577,21.96859684,1.1,1.1
73.63124116,21.63047931,1.1,1.1
73.4172468,21.30504563,1.1,1.1
73.18334384,20.99369,1.1,1.1
72.9308133,20.69774673,1.1,1.1
72.661679,20.41706693,1.1,1.1
72.37874092,20.14995217,1.1,1.1
72.0848354,19.89463152,1.1,1.1
71.78279865,19.64933389,1.1,1.1
71.475327,19.4123313,1.1,1.1
71.16360242,19.18236101,1.1,1.1
70.84788124,18.95844498,1.1,1.1
70.52840669,18.73960915,1.1,1.1
70.20542194,18.52488366,1.1,1.1
69.87918945,18.31366619,1.1,1.1
69.55000443,18.10599532,1.1,1.1
69.2181655,17.90197444,1.1,1.1
68.8839713,17.70170668,1.1,1.1
68.54775313,17.50523415,1.1,1.1
68.2106298,17.31112583,1.1,1.1
67.87452847,17.11643923,1.1,1.1
67.54141272,16.9181634,1.1,1.1
67.21324634,16.713287,1.1,1.1
66.89208643,16.49855054,1.1,1.1
66.58027411,16.26993874,1.1,1.1
66.27900179,16.02491976,1.1,1.1
65.97758821,15.77722361,1.1,1.1
65.67858716,15.52736673,1.1,1.1
65.39706631,15.26086929,1.1,1.1
65.13398013,14.97761781,1.1,1.1
64.88879359,14.67902476,1.1,1.1
64.66097204,14.36650277,1.1,1.1
64.44963649,14.04162396,1.1,1.1
64.25202979,13.70683211,1.1,1.1
64.06475681,13.36486693,1.1,1.1
63.88442201,13.01846852,1.1,1.1
63.7076303,12.67037635,1.1,1.1
63.5316938,12.32268859,1.1,1.1
63.35603664,11.9755883,1.1,1.1
63.18047563,11.62890223,1.1,1.1
63.00482757,11.28245737,1.1,1.1
62.82892273,10.93608992,1.1,1.1
62.65273147,10.58973196,1.1,1.1
62.47630716,10.24337205,1.1,1.1
62.29970409,9.89699978,1.1,1.1
62.12297657,9.550604558,1.1,1.1
61.94617895,9.204175809,1.1,1.1
61.76936554,8.85770311,1.1,1.1
61.59259072,8.511175725,1.1,1.1
61.41590885,8.164583232,1.1,1.1
61.23937284,7.817915284,1.1,1.1
61.06300586,7.471168692,1.1,1.1
60.88680107,7.124346878,1.1,1.1
60.71075038,6.777453733,1.1,1.1
60.53484561,6.430493145,1.1,1.1
60.35907869,6.083468849,1.1,1.1
60.18344145,5.736384734,1.1,1.1
60.00792586,5.389244688,1.1,1.1
59.83252377,5.042052525,1.1,1.1
59.65722708,4.694812132,1.1,1.1
59.48202762,4.347527245,1.1,1.1
59.30691739,4.00020183,1.1,1.1
59.13188814,3.652839699,1.1,1.1
58.95693185,3.305444664,1.1,1.1
58.78204043,2.958020535,1.1,1.1
58.60720565,2.610571203,1.1,1.1
58.43241949,2.263100558,1.1,1.1
58.25767377,1.91561241,1.1,1.1
58.08296049,1.568110571,1.1,1.1
57.90827141,1.22059893,1.1,1.1
57.73359842,0.873081301,1.1,1.1
57.55893353,0.52556157,1.1,1.1
57.38426856,0.178043551,1.1,1.1
57.20959542,-0.169468944,1.1,1.1
57.03490587,-0.516972028,1.1,1.1
56.86019197,-0.864461887,1.1,1.1
56.68544555,-1.211934633,1.1,1.1
56.51065845,-1.559386377,1.1,1.1
56.3358225,-1.906813383,1.1,1.1
56.16092977,-2.254211841,1.1,1.1
55.98597208,-2.601577706,1.1,1.1
55.81094119,-2.948907322,1.1,1.1
55.63582909,-3.296196799,1.1,1.1
55.4606277,-3.643442169,1.1,1.1
55.2853289,-3.990639778,1.1,1.1
55.10992448,-4.337785658,1.1,1.1
54.9344064,-4.684875996,1.1,1.1
54.75876752,-5.031907371,1.1,1.1
54.58300994,-5.37888095,1.1,1.1
54.40714127,-5.725800387,1.1,1.1
54.23116914,-6.072669418,1.1,1.1
54.05510126,-6.419491776,1.1,1.1
53.87894524,-6.766271117,1.1,1.1
53.70270871,-7.113011253,1.1,1.1
53.52639937,-7.459715917,1.1,1.1
53.35002485,-7.806388765,1.1,1.1
53.17359276,-8.153033533,1.1,1.1
52.99711081,-8.49965403,1.1,1.1
52.82058654,-8.846253835,1.1,1.1
52.64402773,-9.192836838,1.1,1.1
52.46744194,-9.539406695,1.1,1.1
52.29083685,-9.88596714,1.1,1.1
52.11422017,-10.23252183,1.1,1.1
51.93759944,-10.57907457,1.1,1.1
51.76098237,-10.9256291,1.1,1.1
51.58437658,-11.27218908,1.1,1.1
51.40778969,-11.61875832,1.1,1.1
51.23122941,-11.96534046,1.1,1.1
51.05470343,-12.31193926,1.1,1.1
50.87821923,-12.65855843,1.1,1.1
50.70178465,-13.0052018,1.1,1.1
50.52540724,-13.35187294,1.1,1.1
50.34909464,-13.69857566,1.1,1.1
50.17285453,-14.04531369,1.1,1.1
49.99669455,-14.3920907,1.1,1.1
49.82062231,-14.73891049,1.1,1.1
49.64464551,-15.08577672,1.1,1.1
49.46877179,-15.4326932,1.1,1.1
49.29300884,-15.77966359,1.1,1.1
49.1173642,-16.1266917,1.1,1.1
48.94184558,-16.4737811,1.1,1.1
48.76646068,-16.82093562,1.1,1.1
48.59121704,-17.16815898,1.1,1.1
48.41612236,-17.51545491,1.1,1.1
48.24118653,-17.86282832,1.1,1.1
48.06643078,-18.21029033,1.1,1.1
47.89188001,-18.55785401,1.1,1.1
47.71755917,-18.90553235,1.1,1.1
47.54349317,-19.2533385,1.1,1.1
47.36970697,-19.60128552,1.1,1.1
47.1962254,-19.94938648,1.1,1.1
47.02307349,-20.29765446,1.1,1.1
46.85027606,-20.64610252,1.1,1.1
46.67785808,-20.99474372,1.1,1.1
46.50584444,-21.34359122,1.1,1.1
46.33426012,-21.692658,1.1,1.1
46.16313001,-22.04195714,1.1,1.1
45.99247899,-22.3915017,1.1,1.1
45.82233197,-22.74130483,1.1,1.1
45.65271398,-23.0913796,1.1,1.1
45.48364985,-23.44173899,1.1,1.1
45.31516454,-23.79239616,1.1,1.1
45.14725175,-24.14334744,1.1,1.1
44.97925028,-24.49423891,1.1,1.1
44.80987671,-24.84438384,1.1,1.1
44.63782317,-25.19308253,1.1,1.1
44.46178173,-25.53963511,1.1,1.1
44.2806107,-25.88343291,1.1,1.1
44.09476545,-26.22474303,1.1,1.1
43.90559124,-26.56432104,1.1,1.1
43.714443,-26.90292731,1.1,1.1
43.5226667,-27.24131734,1.1,1.1
43.3310161,-27.57990028,1.1,1.1
43.13929884,-27.91853184,1.1,1.1
42.94723744,-28.2570184,1.1,1.1
42.75455468,-28.59516619,1.1,1.1
42.56097329,-28.93278145,1.1,1.1
42.36621575,-29.26967047,1.1,1.1
42.17000497,-29.60563941,1.1,1.1
41.97206348,-29.9404945,1.1,1.1
41.77211411,-30.27404228,1.1,1.1
41.56999445,-30.60616864,1.1,1.1
41.36586,-30.93698076,1.1,1.1
41.15992093,-31.26662387,1.1,1.1
40.95238751,-31.59524306,1.1,1.1
40.74346985,-31.92298348,1.1,1.1
40.53337829,-32.24999035,1.1,1.1
40.32232293,-32.57640875,1.1,1.1
40.11051403,-32.90238384,1.1,1.1
39.89816179,-33.22806084,1.1,1.1
39.68547637,-33.55358476,1.1,1.1
39.47266805,-33.87910089,1.1,1.1
39.25994693,-34.20475432,1.1,1.1
39.04752335,-34.53069013,1.1,1.1
38.83560742,-34.85705361,1.1,1.1
38.62440932,-35.18398985,1.1,1.1
38.41413931,-35.511644,1.1,1.1
38.20500765,-35.84016121,1.1,1.1
37.99722438,-36.16968663,1.1,1.1
37.7908749,-36.50026865,1.1,1.1
37.58487065,-36.83104701,1.1,1.1
37.37748036,-37.16066392,1.1,1.1
37.16696641,-37.48775643,1.1,1.1
36.95159099,-37.81096171,1.1,1.1
36.72961641,-38.1289169,1.1,1.1
36.49930478,-38.44025899,1.1,1.1
36.25891855,-38.74362521,1.1,1.1
36.00671978,-39.03765263,1.1,1.1
35.74101174,-39.32093811,1.1,1.1
35.46091115,-39.59127829,1.1,1.1
35.16628383,-39.84573323,1.1,1.1
34.85702335,-40.08133556,1.1,1.1
34.53302347,-40.29511771,1.1,1.1
34.19436266,-40.48446118,1.1,1.1
33.84281979,-40.64995405,1.1,1.1
33.48108907,-40.79391099,1.1,1.1
33.11187363,-40.91866347,1.1,1.1
32.73785998,-41.02652492,1.1,1.1
32.36075307,-41.11875146,1.1,1.1
31.98074504,-41.19496893,1.1,1.1
31.5978986,-41.25466377,1.1,1.1
31.21227659,-41.29732249,1.1,1.1
30.82399446,-41.32238379,1.1,1.1
30.43419662,-41.32834961,1.1,1.1
30.04496274,-41.31287075,1.1,1.1
29.65840673,-41.27356679,1.1,1.1
29.27664194,-41.20805899,1.1,1.1
28.90145516,-41.11496045,1.1,1.1
28.53376577,-40.9955178,1.1,1.1
28.17435096,-40.85141026,1.1,1.1
27.82398783,-40.68431704,1.1,1.1
27.48345334,-40.49591746,1.1,1.1
27.15352466,-40.28789071,1.1,1.1
26.83497882,-40.06191593,1.1,1.1
26.52859294,-39.81967243,1.1,1.1
26.23514403,-39.56283934,1.1,1.1
25.95550293,-39.29282627,1.1,1.1
25.69098521,-39.00976194,1.1,1.1
25.44303812,-38.71339566,1.1,1.1
25.21310921,-38.40347639,1.1,1.1
25.00264224,-38.07975553,1.1,1.1
24.81135172,-37.74299058,1.1,1.1
24.63446426,-37.39655048,1.1,1.1
24.466488,-37.04422242,1.1,1.1
24.30193092,-36.68979353,1.1,1.1
24.13569229,-36.33677238,1.1,1.1
23.96609002,-35.98623142,1.1,1.1
23.79320772,-35.63798515,1.1,1.1
23.61714388,-35.29183745,1.1,1.1
23.43799698,-34.94759238,1.1,1.1
23.25586534,-34.60505367,1.1,1.1
23.07084752,-34.26402537,1.1,1.1
22.88304185,-33.92431139,1.1,1.1
22.6925468,-33.58571553,1.1,1.1
22.49944942,-33.24806108,1.1,1.1
22.3036289,-32.91152109,1.1,1.1
22.10478273,-32.57657506,1.1,1.1
21.90260231,-32.24371237,1.1,1.1
21.69677907,-31.91342267,1.1,1.1
21.4870311,-31.58614712,1.1,1.1
21.27330667,-31.26191021,1.1,1.1
21.05567189,-30.94052324,1.1,1.1
20.8341936,-30.62179584,1.1,1.1
20.60893922,-30.30553916,1.1,1.1
20.3799962,-29.99164313,1.1,1.1
20.14748153,-29.68011271,1.1,1.1
19.91151469,-29.37096254,1.1,1.1
19.67221501,-29.06420684,1.1,1.1
19.42970198,-28.7598601,1.1,1.1
19.18409483,-28.45793678,1.1,1.1
18.93551314,-28.15845118,1.1,1.1
18.68407615,-27.86141771,1.1,1.1
18.42990334,-27.56685067,1.1,1.1
18.17313217,-27.27471459,1.1,1.1
17.91394513,-26.98484791,1.1,1.1
17.65253202,-26.69706969,1.1,1.1
17.38908241,-26.41119892,1.1,1.1
17.12378603,-26.12705451,1.1,1.1
16.85683267,-25.84445543,1.1,1.1
16.58841185,-25.56322069,1.1,1.1
16.31871327,-25.28316919,1.1,1.1
16.04792674,-25.00411991,1.1,1.1
15.77624184,-24.72589192,1.1,1.1
15.50384821,-24.44830404,1.1,1.1
15.23093565,-24.17117528,1.1,1.1
14.95769373,-23.89432469,1.1,1.1
14.68431227,-23.6175711,1.1,1.1
14.41098082,-23.34073365,1.1,1.1
14.13788911,-23.06363118,1.1,1.1
13.8652268,-22.78608267,1.1,1.1
13.59318368,-22.50790711,1.1,1.1
13.32194147,-22.22893321,1.1,1.1
13.05161685,-21.94907166,1.1,1.1
12.78229337,-21.6682744,1.1,1.1
12.51405464,-21.3864935,1.1,1.1
12.24698391,-21.10368121,1.1,1.1
11.98116471,-20.81978977,1.1,1.1
11.71668052,-20.53477124,1.1,1.1
11.45361479,-20.24857788,1.1,1.1
11.19205085,-19.96116177,1.1,1.1
10.93206298,-19.67247918,1.1,1.1
10.67356421,-19.3825558,1.1,1.1
10.41633012,-19.09147663,1.1,1.1
10.16013201,-18.79932857,1.1,1.1
9.904741119,-18.50619852,1.1,1.1
9.649928814,-18.21217327,1.1,1.1
9.395466168,-17.91733989,1.1,1.1
9.141124638,-17.62178517,1.1,1.1
8.886675449,-17.32559601,1.1,1.1
8.631848831,-17.02892254,1.1,1.1
8.374376866,-16.73500076,1.1,1.1
8.109132758,-16.45148098,1.1,1.1
7.826400823,-16.19600094,1.1,1.1
7.500327412,-16.02361602,1.1,1.1
7.12757875,-15.95493399,1.1,1.1
6.729467049,-15.97520477,1.1,1.1
6.336713252,-16.05878125,1.1,1.1
5.972295175,-16.18838749,1.1,1.1
5.639931178,-16.36758269,1.1,1.1
5.337322459,-16.59657262,1.1,1.1
5.054568899,-16.86027496,1.1,1.1
4.780662906,-17.1413791,1.1,1.1
4.50459673,-17.42257472,1.1,1.1
4.215474174,-17.68670357,1.1,1.1
3.907356175,-17.92337603,1.1,1.1
3.581127498,-18.13151938,1.1,1.1
3.238169742,-18.31073972,1.1,1.1
2.879864583,-18.46064287,1.1,1.1
2.50813767,-18.57704385,1.1,1.1
2.127216956,-18.63971564,1.1,1.1
1.742231101,-18.62558827,1.1,1.1
1.362977157,-18.53397206,1.1,1.1
1.002985158,-18.38216239,1.1,1.1
0.670703461,-18.18548527,1.1,1.1
0.362555124,-17.95352095,1.1,1.1
0.073264234,-17.69503797,1.1,1.1
-0.202444971,-17.4188047,1.1,1.1
-0.469793487,-17.13350093,1.1,1.1
-0.731732291,-16.84414283,1.1,1.1
-0.988183129,-16.55085813,1.1,1.1
-1.238857328,-16.25343455,1.1,1.1
-1.483466216,-15.9516598,1.1,1.1
-1.721721043,-15.64532175,1.1,1.1
-1.953333057,-15.33420805,1.1,1.1
-2.178013432,-15.01810656,1.1,1.1
-2.395473572,-14.69680491,1.1,1.1
-2.605424806,-14.37009154,1.1,1.1
-2.807606852,-14.03790358,1.1,1.1
-3.00182423,-13.70051733,1.1,1.1
-3.187890325,-13.35825609,1.1,1.1
-3.365618522,-13.01144315,1.1,1.1
-3.534822209,-12.66040186,1.1,1.1
-3.695314925,-12.30545545,1.1,1.1
-3.846909901,-11.94692735,1.1,1.1
-3.989420757,-11.58514085,1.1,1.1
-4.122660723,-11.22041916,1.1,1.1
-4.246603972,-10.85302949,1.1,1.1
-4.36187748,-10.48301042,1.1,1.1
-4.469274141,-10.11034258,1.1,1.1
-4.569586698,-9.735006605,1.1,1.1
-4.663597622,-9.356983272,1.1,1.1
-4.749790664,-8.976300668,1.1,1.1
-4.821459848,-8.593093054,1.1,1.1
-4.871187669,-8.207509397,1.1,1.1
-4.891556775,-7.819698581,1.1,1.1
-4.874815172,-7.430715107,1.1,1.1
-4.810721092,-7.048356397,1.1,1.1
-4.688296582,-6.68326444,1.1,1.1
-4.511657577,-6.338412149,1.1,1.1
-4.304555808,-6.006779129,1.1,1.1
-4.088057831,-5.681753448,1.1,1.1
-3.867287953,-5.361016161,1.1,1.1
-3.643399152,-5.043317985,1.1,1.1
-3.417544563,-4.727409719,1.1,1.1
-3.190836324,-4.41208751,1.1,1.1
-2.963785895,-4.096820608,1.1,1.1
-2.736446715,-3.781591045,1.1,1.1
-2.508860791,-3.466393686,1.1,1.1
-2.281070205,-3.151223242,1.1,1.1
-2.053116887,-2.836074656,1.1,1.1
-1.825042918,-2.520942718,1.1,1.1
-1.596890228,-2.205822369,1.1,1.1
-1.368700822,-1.890708322,1.1,1.1
-1.140516239,-1.575595597,1.1,1.1
-0.912359737,-1.26048116,1.1,1.1
-0.684231395,-0.945364546,1.1,1.1
-0.456129734,-0.630245597,1.1,1.1
-0.228053121,-0.31512416,1.1,1.1
