x_m,y_m,w_tr_right_m,w_tr_left_m,w_re_right_m,w_re_left_m
0.09032381994943606,-0.18257800000000035,0.7800000214080859,0.7974261985303706,0.7800000214080859,0.7974261985303706
0.10620563989887222,-0.18257800000000035,0.780000085681127,0.7972459731189023,0.780000085681127,0.7972459731189023
0.12208745984830793,-0.18257800000000035,0.7800001895300206,0.7953956848483436,0.7800001895300206,0.7953956848483436
0.13796927979774365,-0.18257800000000035,0.780000310870984,0.7936938417219959,0.780000310870984,0.7936938417219959
0.15385109974717937,-0.18257800000000035,0.7800007278829949,0.7923201673460061,0.7800007278829949,0.7923201673460061
0.16973291969661508,-0.18257800000000035,0.7800126784949971,0.791263902145606,0.7800126784949971,0.791263902145606
0.18561473964605169,-0.18257800000000035,0.7802874140222261,0.7905253300991792,0.7802874140222261,0.7905253300991792
0.2014965595954874,-0.18257800000000035,0.7808803115447462,0.7901096902543335,0.7808803115447462,0.7901096902543335
0.21737837954492312,-0.18257800000000035,0.781794292037522,0.7900004935736531,0.781794292037522,0.7900004935736531
0.23326019949435972,-0.18257800000000035,0.7830297767478741,0.7899999960370606,0.7830297767478741,0.7899999960370606
0.24914201944379455,-0.18257800000000035,0.7845810009553573,0.7899999089403347,0.7845810009553573,0.7899999089403347
0.26502383939323026,-0.18257800000000035,0.7864935541115009,0.789999884183537,0.7864935541115009,0.789999884183537
0.28090565934266687,-0.18257800000000035,0.7895071509831527,0.7900055695825411,0.7895071509831527,0.7900055695825411
0.2967874792921026,-0.18257800000000035,0.7898724915706401,0.7900341739752423,0.7898724915706401,0.7900341739752423
0.3126692992415383,-0.18257800000000035,0.7897697301094796,0.7897794772063051,0.7897697301094796,0.7897794772063051
0.3285511191909749,-0.18257800000000035,0.7899942957185792,0.7875535078065663,0.7899942957185792,0.7875535078065663
0.3444329391404106,-0.18257800000000035,0.7900094100496684,0.7877403802787465,0.7900094100496684,0.7877403802787465
0.36031475908984634,-0.18257800000000035,0.7900071774574688,0.785694273210549,0.7900071774574688,0.785694273210549
0.37619657903928205,-0.18257800000000035,0.7900076412446919,0.7839158509535095,0.7900076412446919,0.7839158509535095
0.39207839898871777,-0.18257800000000035,0.7900092893573947,0.7824890778627388,0.7900092893573947,0.7824890778627388
0.4079602189381544,-0.18257800000000035,0.7900085967462425,0.7813835945094578,0.7900085967462425,0.7813835945094578
0.4238420388875901,-0.18257800000000035,0.7902431460533498,0.7806002529559319,0.7902431460533498,0.7806002529559319
0.4397238588370258,-0.18257800000000035,0.7907878403564156,0.78014292388338,0.7907878403564156,0.78014292388338
0.4556056787864615,-0.18257800000000035,0.7916548872611506,0.7800002342975227,0.7916548872611506,0.7800002342975227
0.47148749873589724,-0.18257800000000035,0.7928398086413118,0.7799999950515373,0.7928398086413118,0.7799999950515373
0.4873693186853312,-0.1825779999999977,0.7943420112581508,0.7799999676667281,0.7943420112581508,0.7799999676667281
0.5032511386347776,-0.18257800000000746,0.7961911315281588,0.7800002889542178,0.7961911315281588,0.7800002889542178
0.5191329585843882,-0.18257800000018332,0.798225825817854,0.7800048531723671,0.798225825817854,0.7800048531723671
0.5350147785339208,-0.18257800000027924,0.797750625005596,0.7800043250871375,0.797750625005596,0.7800043250871375
0.5508965984725127,-0.18257799998943458,0.7998933408007982,0.7797180067321341,0.7998933408007982,0.7797180067321341
0.5667784183642577,-0.18257799993174473,0.8000674859906506,0.7785512889226825,0.8000674859906506,0.7785512889226825
0.5826602387945967,-0.18257800041264804,0.8000258020068237,0.778456617925427,0.8000258020068237,0.778456617925427
0.5985420645343891,-0.18257800620300468,0.8000221996692397,0.7759951390529999,0.8000221996692397,0.7759951390529999
0.614423877976503,-0.1825779996956829,0.8000241007447133,0.7741462240196928,0.8000241007447133,0.7741462240196928
0.6303053014693876,-0.18257760323913086,0.8000257982484957,0.7726659609002794,0.8000257982484957,0.7726659609002794
0.6461856548280376,-0.18257613664834516,0.8000226462124324,0.771508629631905,0.8000226462124324,0.771508629631905
0.6620875762713259,-0.18259623814219683,0.8001785498461031,0.7706991060173439,0.8001785498461031,0.7706991060173439
0.6781542314797533,-0.18278107340118943,0.8005053322272212,0.7703823521427661,0.8005053322272212,0.7703823521427661
0.6934865537045893,-0.18223157567658976,0.8018474515990688,0.7696535782529803,0.8018474515990688,0.7696535782529803
0.7206850591060889,-0.19354826112865364,0.7927045824712587,0.780970264974789,0.7927045824712587,0.780970264974789
0.7356391756774774,-0.1926205577506055,0.7951970234652668,0.7800426336966408,0.7951970234652668,0.7800426336966408
0.7514661055331469,-0.19256566765683836,0.7972475215367615,0.7799877470144981,0.7972475215367615,0.7799877470144981
0.7673588347628084,-0.1925765769370651,0.8006011557683412,0.7799986547912853,0.8006011557683412,0.7799986547912853
0.7832421659245914,-0.19257808814941235,0.800427283650576,0.7800001934644668,0.800427283650576,0.7800001934644668
0.7991239252927973,-0.19257802756818254,0.7998671736875679,0.7800004546334216,0.7998671736875679,0.7800004546334216
0.8150057182908683,-0.19257800061681696,0.8000289795116923,0.7800002591751066,0.8000289795116923,0.7800002591751066
0.8308875372313458,-0.1925779996078587,0.8000480801563707,0.7799792917586343,0.8000480801563707,0.7799792917586343
0.8467693575384536,-0.19257799996552993,0.8000483461820247,0.7798923417891919,0.8000483461820247,0.7798923417891919
0.8626511775260108,-0.192578000003655,0.8000501159292185,0.7809975191397104,0.8000501159292185,0.7809975191397104
0.878532997472464,-0.19257800000071423,0.8000545559371238,0.7797823146081427,0.8000545559371238,0.7797823146081427
0.8944148174212363,-0.19257800000000191,0.800058565406476,0.7764554816539339,0.800058565406476,0.7764554816539339
0.9102966373763022,-0.1925780000028121,0.8004230539216173,0.7745768634003514,0.8004230539216173,0.7745768634003514
0.9261784573464822,-0.1925780000131896,0.8010886592697942,0.7730198683366459,0.8010886592697942,0.7730198683366459
0.9420602770093587,-0.19257799986991042,0.802072100322735,0.77177970677797,0.802072100322735,0.77177970677797
0.9579420943343515,-0.19257799855768898,0.8033691129224791,0.7708650683365476,0.8033691129224791,0.7708650683365476
0.9738239221664915,-0.19257800249904022,0.8049787306787194,0.7702751428230544,0.8049787306787194,0.7702751428230544
0.9897059419034222,-0.19257810239278772,0.8069439715534813,0.7700103078495313,0.8069439715534813,0.7700103078495313
1.0055881820240944,-0.19257831247840596,0.8092159530243952,0.7700004178379148,0.8092159530243952,0.7700004178379148
1.0214586946514541,-0.19257265881736796,0.8082642471205725,0.7699948429755455,0.8082642471205725,0.7699948429755455
1.0372608849357552,-0.19253284398480108,0.8099314682986035,0.7699549971948699,0.8099314682986035,0.7699549971948699
1.0535621477358021,-0.19274256541010715,0.8099484183446849,0.7701646761311476,0.8099484183446849,0.7701646761311476
1.078341273277656,-0.19719121820631624,0.8056908528337116,0.7746151373102652,0.8056908528337116,0.7746151373102652
1.1048258935534787,-0.20249261836950883,0.8001864318638304,0.7799147028238717,0.8001864318638304,0.7799147028238717
1.1209888948279283,-0.2026332090320162,0.8000400737446857,0.7800553802136971,0.8000400737446857,0.7800553802136971
1.1367699609474413,-0.20258283211705397,0.8000835441970418,0.7800050197210755,0.8000835441970418,0.7800050197210755
1.1526410834891814,-0.20257748341320614,0.8000911893195104,0.779999676116795,0.8000911893195104,0.779999676116795
1.1685237236290091,-0.20257789350840216,0.8000936819770569,0.7800000918416546,0.8000936819770569,0.7800000918416546
1.1844057568908748,-0.20257800016461758,0.8000964037972065,0.780000204458397,0.8000964037972065,0.780000204458397
1.2002875798716777,-0.20257800168030027,0.8000992569956766,0.7800002120308265,0.8000992569956766,0.7800002120308265
1.216169396677318,-0.202578000108403,0.8001021559879642,0.7800002166005269,0.8001021559879642,0.7800002166005269
1.2320512163723518,-0.20257799998120163,0.8001050955199973,0.780000222702961,0.8001050955199973,0.780000222702961
1.2479330363526677,-0.20257799999664172,0.800108076593168,0.7800002290364266,0.800108076593168,0.7800002290364266
1.263814856310859,-0.20257800000101955,0.8001110993548278,0.7800002354472008,0.8001110993548278,0.7800002354472008
1.2796966763340838,-0.20257800003791182,0.800114163766606,0.78000024197886,0.800114163766606,0.78000024197886
1.295578496436963,-0.20257800011463534,0.8001172698197562,0.7800002486388106,0.8001172698197562,0.7800002486388106
1.3114603122000426,-0.20257799802145815,0.8001204196385063,0.7800002532171377,0.8001204196385063,0.7800002532171377
1.3273421027899555,-0.20257798334169586,0.8001236233405633,0.7800002452907507,0.8001236233405633,0.7800002452907507
1.343224078563305,-0.20257806125365274,0.8001267802289943,0.7800003300221879,0.8001267802289943,0.7800003300221879
1.3591084318992759,-0.20257932794692035,0.8001288319693773,0.7800016039346904,0.8001288319693773,0.7800016039346904
1.3749914699539398,-0.20257993699953492,0.8001315056480688,0.7800022237228071,0.8001315056480688,0.7800022237228071
1.3907150477512098,-0.20250081592345204,0.8002108776155819,0.7799231048981768,0.8002108776155819,0.7799231048981768
1.4057671837787544,-0.2020859739625056,0.8006168335097957,0.779508059862392,0.8006168335097957,0.779508059862392
1.4397074296969472,-0.21111518694688414,0.7921734170348321,0.7885399117994059,0.7921734170348321,0.7885399117994059
1.4579392495109356,-0.21229018687915957,0.7904642391387005,0.7897124915821327,0.7904642391387005,0.7897124915821327
1.4743978094041252,-0.212578556851037,0.7901633285580159,0.7900008550168753,0.7901633285580159,0.7900008550168753
1.4902876122242152,-0.21258254828636414,0.7901518342443269,0.7900048699163872,0.7901518342443269,0.7900048699163872
1.5061609193920709,-0.21257829189557498,0.7901593281391358,0.7900006222533836,0.7901593281391358,0.7900006222533836
1.5220420538094754,-0.2125779491295594,0.7901635233344966,0.79000028697467,0.7901635233344966,0.79000028697467
1.5379239602335857,-0.21257799236689667,0.7901672315701497,0.7900003379021551,0.7901672315701497,0.7900003379021551
1.5538057959024685,-0.21257800022661844,0.790171000395087,0.7900003535706198,0.790171000395087,0.7900003535706198
1.5696876156654738,-0.212578000133405,0.7901748208520715,0.7900003613737334,0.7901748208520715,0.7900003613737334
1.5855694353595449,-0.21257800000572136,0.7901786838850497,0.7900003692290439,0.7901786838850497,0.7900003692290439
1.6014512552941267,-0.2125779999982944,0.7901825889901616,0.7900003772889016,0.7901825889901616,0.7900003772889016
1.6173330752465849,-0.2125779999998052,0.790186536243887,0.7900003854341802,0.790186536243887,0.7900003854341802
1.6332148951964345,-0.21257800000001215,0.7901905256329916,0.7900003938162455,0.7901905256329916,0.7900003938162455
1.6490967151458515,-0.21257800000000326,0.790194559228874,0.790000403624273,0.790194559228874,0.790000403624273
1.6649785350952802,-0.2125779999999997,0.7901986462001223,0.7900004092750683,0.7901986462001223,0.7900004092750683
1.6808603550447603,-0.2125780000000148,0.7902026817386002,0.7900003125906342,0.7902026817386002,0.7900003125906342
1.6967421749944314,-0.21257800000009297,0.7902057518051491,0.7900000073415796,0.7902057518051491,0.7900000073415796
1.7126239949418571,-0.2125779999994224,0.7902113580812096,0.7900056335696877,0.7902113580812096,0.7900056335696877
1.728505814867511,-0.2125779999914963,0.7903446767763163,0.790051464224451,0.7903446767763163,0.790051464224451
1.7443876348462202,-0.21257800000125293,0.7910073922775038,0.7898702479114494,0.7910073922775038,0.7898702479114494
1.7602694564338184,-0.2125780005473077,0.7919708289783891,0.7872875212087044,0.7919708289783891,0.7872875212087044
1.7761512822843817,-0.21257800251435022,0.7932480249270247,0.7873881592806633,0.7932480249270247,0.7873881592806633
1.792033018573591,-0.21257797462760664,0.7948405681003726,0.7854812291327278,0.7948405681003726,0.7854812291327278
1.8079140814484869,-0.21257772226942606,0.7967364969789115,0.7837461489056786,0.7967364969789115,0.7837461489056786
1.8237982454010129,-0.21257850360379038,0.7989726747805574,0.7823546483703108,0.7989726747805574,0.7823546483703108
1.8397379964505514,-0.2125978139704907,0.8028293879885097,0.7813026167860806,0.8028293879885097,0.7813026167860806
1.855737454592162,-0.2126370267012172,0.8006541840082845,0.7805880146596956,0.8006541840082845,0.7805880146596956
1.8683253651280043,-0.21153905689668484,0.8010943352048021,0.7790714011611519,0.8010943352048021,0.7790714011611519
1.9204024878959864,-0.2236041578362009,0.7908882112753135,0.7910289651697868,0.7908882112753135,0.7910289651697868
1.9330079386817043,-0.2225120347816283,0.7904411366542392,0.789934672577076,0.7904411366542392,0.789934672577076
1.9490275934418686,-0.2225579797185384,0.7903112572789492,0.7899805199982738,0.7903112572789492,0.7899805199982738
1.9649682123499246,-0.22257757937141065,0.7902744291098727,0.7900001437466673,0.7902744291098727,0.7900001437466673
1.980852154026929,-0.22257828661393297,0.7902785166328071,0.7900008636302679,0.7902785166328071,0.7900008636302679
1.9967331882223198,-0.22257802469591859,0.7902840113625604,0.790000611727272,0.7902840113625604,0.790000611727272
2.012614927218935,-0.2225779977116451,0.7902889766747802,0.790000594865229,0.7902889766747802,0.790000594865229
2.0284967708218464,-0.22257800559613639,0.790293924186128,0.7900006130043798,0.790293924186128,0.7900006130043798
2.044378570817081,-0.22257799894473607,0.7902989318155172,0.7900006167377742,0.7902989318155172,0.7900006167377742
2.0602592056157882,-0.22257760389449377,0.7903043397971348,0.7900002319405154,0.7903043397971348,0.7900002319405154
2.076136784915134,-0.22257619034446297,0.7903107165169917,0.7899988247040921,0.7903107165169917,0.7899988247040921
2.092079239328694,-0.22259640183250617,0.7902972325174155,0.7900190427327244,0.7902972325174155,0.7900190427327244
2.108507579506504,-0.22277857524196332,0.7901358767905047,0.790201490314498,0.7901358767905047,0.790201490314498
2.1226803346098326,-0.22220888695992702,0.790668864325234,0.7896341126832668,0.790668864325234,0.7896341126832668
2.172598660719831,-0.23355438901344883,0.7811278348856199,0.8009767467607459,0.7811278348856199,0.8009767467607459
2.1856750525489157,-0.23261924630666364,0.7804540623119158,0.8000420890817871,0.7804540623119158,0.8000420890817871
2.2013955516084365,-0.2325654726766926,0.7803824341786867,0.7999881838262325,0.7803824341786867,0.7999881838262325
2.2173106563988987,-0.2325765676237017,0.7803509832033001,0.7999992722267908,0.7803509832033001,0.7999992722267908
2.233197235913717,-0.23257815414549565,0.780355173363572,0.8000008705101803,0.780355173363572,0.8000008705101803
2.249082644250008,-0.23257935027444798,0.7803600637088124,0.800002079340972,0.7803600637088124,0.800002079340972
2.2649659166733724,-0.23257983443242303,0.780365264884497,0.800002588093618,0.780365264884497,0.800002588093618
2.28061053041861,-0.23250076569769007,0.7804428135680542,0.7999235047546215,0.7804428135680542,0.7999235047546215
2.295266857641369,-0.23209226812213224,0.7808182313874826,0.7995143434060287,0.7808182313874826,0.7995143434060287
2.3381390613956774,-0.24108906272375563,0.7730669455430579,0.8085238921509912,0.7730669455430579,0.8085238921509912
2.3576238977782586,-0.2422900682014717,0.772237335352982,0.8097127959279392,0.772237335352982,0.8097127959279392
2.374372147619107,-0.24257887816527646,0.7703093437429286,0.8100015995252403,0.7703093437429286,0.8100015995252403
2.390248419579248,-0.2425770288355107,0.7704043207835212,0.8099998218909805,0.7704043207835212,0.8099998218909805
2.406058464547368,-0.24255310384173878,0.7704361442732345,0.8099758407402782,0.7704361442732345,0.8099758407402782
2.4227890400642855,-0.24283602236423274,0.7701856528526303,0.8102587072672112,0.7701856528526303,0.8102587072672112
2.447536890396003,-0.24579136582499306,0.7676035062757514,0.813228362805108,0.7676035062757514,0.813228362805108
2.4840709994416765,-0.25267546219040504,0.7621414972284267,0.8200979176717051,0.7621414972284267,0.8200979176717051
2.496786458477835,-0.25162000855264655,0.7613543518932321,0.8190467504019383,0.7613543518932321,0.8190467504019383
2.5472635003507036,-0.26315174919379025,0.7516551802518514,0.8305783577166239,0.7516551802518514,0.8305783577166239
2.560895236771613,-0.2624017213509484,0.7521427227322718,0.8295399843251734,0.7521427227322718,0.8295399843251734
2.577236919577626,-0.262555008969807,0.7504087154807393,0.8287902537985687,0.7504087154807393,0.8287902537985687
2.5932280495610835,-0.2625914456478142,0.7504542310715413,0.8279340841455922,0.7504542310715413,0.8279340841455922
2.6098393048475406,-0.26283459076015436,0.7502601103668287,0.8257309169852316,0.7502601103668287,0.8257309169852316
2.6260025852993762,-0.2629284109276222,0.7502787401239505,0.824091382510936,0.7502787401239505,0.824091382510936
2.673171934445365,-0.27335758732647264,0.7434046038459585,0.8313720071203988,0.7434046038459585,0.8313720071203988
2.686942825722206,-0.2726539444356071,0.7456848171568851,0.8302720131753727,0.7456848171568851,0.8302720131753727
2.7023969237361496,-0.27251137045711094,0.7478975117384444,0.8296655296650369,0.7478975117384444,0.8296655296650369
2.7158947868227155,-0.27171671816948706,0.750824640707944,0.827286288497773,0.750824640707944,0.827286288497773
2.7642031349015963,-0.2825255608793018,0.7502672403671073,0.8338870969732988,0.7502672403671073,0.8338870969732988
2.7795115017870997,-0.28233440985799163,0.7430675502859256,0.8322910092159267,0.7430675502859256,0.8322910092159267
2.7960044596538993,-0.28253812249711174,0.7403020166501442,0.8313651858020171,0.7403020166501442,0.8313651858020171
2.812785837854809,-0.28283797524760335,0.7403312510040438,0.8315788318643206,0.7403312510040438,0.8315788318643206
2.8374583098117854,-0.28576819258345054,0.7378039060000583,0.8320143299262208,0.7378039060000583,0.8320143299262208
2.8741420409077247,-0.29270216296561813,0.7322698271941877,0.8339401362376815,0.7322698271941877,0.8339401362376815
2.8896409266323357,-0.2925745182240096,0.7328518606845087,0.8316669721929275,0.7328518606845087,0.8316669721929275
2.9048989207022466,-0.2923665762641683,0.7346238167861295,0.8299725595326577,0.7346238167861295,0.8299725595326577
2.9432447597333726,-0.2998545826247314,0.7324794613636668,0.8322519502047905,0.7324794613636668,0.8322519502047905
2.9664647026050424,-0.3023006235988088,0.7349979058442245,0.8321506188275997,0.7349979058442245,0.8321506188275997
2.9832696591766568,-0.3026083358062026,0.7314479681001773,0.8306258094106687,0.7314479681001773,0.8306258094106687
2.9998445246722256,-0.3028393509882461,0.732666362697125,0.82823533421731,0.732666362697125,0.82823533421731
3.015974212885586,-0.30292197374288765,0.734198066574188,0.8263115215537148,0.734198066574188,0.8263115215537148
3.06314700854869,-0.3133522989807771,0.7306934275720247,0.8297384170166534,0.7306934275720247,0.8297384170166534
3.0768016772514657,-0.3126099152318913,0.7341939777195777,0.8269420796630387,0.7341939777195777,0.8269420796630387
3.0932309415024597,-0.31279239666574377,0.7329586965646414,0.824337335905576,0.7329586965646414,0.824337335905576
3.12003761378828,-0.31643401411120564,0.7324659242389785,0.8232407049609133,0.7324659242389785,0.8232407049609133
3.154397440994942,-0.3225933498636131,0.7316041440689824,0.8238296817041438,0.7316041440689824,0.8238296817041438
3.1701990717096815,-0.32256662011869697,0.7344613819343719,0.8210480875851424,0.7344613819343719,0.8210480875851424
3.185112064587216,-0.32224367776133533,0.7379060844123704,0.818427697358332,0.7379060844123704,0.818427697358332
3.225492593135862,-0.3304099139619785,0.7319843478624105,0.8187916340994645,0.7319843478624105,0.8187916340994645
3.2448320899342984,-0.3315624729197193,0.7344941862161852,0.8167748536635226,0.7344941862161852,0.8167748536635226
3.2922635545658587,-0.342079021121088,0.7357678174850731,0.8169813622878,0.7357678174850731,0.8169813622878
3.305794672185177,-0.3412954530555554,0.7329003120617364,0.8132685781272352,0.7329003120617364,0.8132685781272352
3.3571942729584623,-0.3531347121269288,0.7326796989627236,0.8139839097762929,0.7326796989627236,0.8139839097762929
3.37066771015408,-0.3523319534686413,0.7374877311595601,0.8106804285297976,0.7374877311595601,0.8106804285297976
3.3854228313055965,-0.35195663065179517,0.7362449479935219,0.8068895279660365,0.7362449479935219,0.8068895279660365
3.430121357745898,-0.3615608478514254,0.7374231877703491,0.8052910779149881,0.7374231877703491,0.8052910779149881
3.4452185333694048,-0.36127802166362866,0.7410242971768799,0.801390347693576,0.7410242971768799,0.801390347693576
3.4955969332352628,-0.3727698532400643,0.7371953681128024,0.8005479953556013,0.7371953681128024,0.8005479953556013
3.5232439977756065,-0.3788951948081962,0.7376748962782628,0.799493420532851,0.7376748962782628,0.799493420532851
3.545122377998157,-0.38179947481116994,0.7357550377742044,0.7973860322581307,0.7357550377742044,0.7973860322581307
3.580048788105873,-0.3913120664662397,0.7365313525107196,0.8000353000038625,0.7365313525107196,0.8000353000038625
3.6055004807144857,-0.3960977928422551,0.7403354092745444,0.7986323620642838,0.7403354092745444,0.7986323620642838
3.6344028631063012,-0.40260826630846314,0.7396535399555259,0.7980810908343535,0.7396535399555259,0.7980810908343535
3.659902399624682,-0.4074169335696496,0.7440891510933959,0.7965014851519585,0.7440891510933959,0.7965014851519585
3.70650871748682,-0.42277850667531336,0.7483035351099667,0.8002294858147552,0.7483035351099667,0.8002294858147552
3.738096218312982,-0.4306413066527295,0.7496720212812046,0.7999839881335841,0.7496720212812046,0.7999839881335841
3.7637972750354547,-0.43563927535587244,0.7509793551887763,0.7985754590020246,0.7509793551887763,0.7985754590020246
3.7936511599136122,-0.4423379634204334,0.7551535089038253,0.7970791863458995,0.7551535089038253,0.7970791863458995
3.8210407557293116,-0.453904549674645,0.753847557448286,0.8002834082624679,0.753847557448286,0.8002834082624679
3.8363591472541922,-0.45340415680677015,0.7574441139168123,0.7959394705203551,0.7574441139168123,0.7959394705203551
3.8620413237838602,-0.4634976007546294,0.7587319238671643,0.7988592344471143,0.7587319238671643,0.7988592344471143
3.8773504107889107,-0.4651207317071169,0.7638283593488796,0.7952826960086231,0.7638283593488796,0.7952826960086231
3.8931555406734186,-0.47300122678053125,0.763823816200949,0.7978384231075113,0.763823816200949,0.7978384231075113
3.909037439369516,-0.47717572754527726,0.7675271705308738,0.7966293576867822,0.7675271705308738,0.7966293576867822
