x_m,y_m, w_tr_right_m, w_tr_left_m
-0.963158689,45.8725616,1.1,1.1
-0.951860599,45.50865107,1.1,1.1
-0.940817038,45.14472735,1.1,1.1
-0.930020063,44.78079066,1.1,1.1
-0.919460056,44.41684173,1.1,1.1
-0.909127544,44.05288106,1.1,1.1
-0.899012909,43.6889091,1.1,1.1
-0.889106531,43.32492658,1.1,1.1
-0.879398865,42.96093392,1.1,1.1
-0.869880439,42.59693172,1.1,1.1
-0.860541559,42.23292049,1.1,1.1
-0.851372755,41.8689008,1.1,1.1
-0.842364334,41.50487324,1.1,1.1
-0.833506896,41.14083833,1.1,1.1
-0.824790749,40.77679663,1.1,1.1
-0.816206349,40.4127486,1.1,1.1
-0.807744149,40.04869495,1.1,1.1
-0.79939453,39.68463614,1.1,1.1
-0.79114802,39.32057273,1.1,1.1
-0.782995001,38.95650524,1.1,1.1
-0.774925852,38.59243432,1.1,1.1
-0.76693103,38.22836042,1.1,1.1
-0.75900106,37.86428411,1.1,1.1
-0.751126251,37.50020591,1.1,1.1
-0.743297131,37.13612647,1.1,1.1
-0.735504081,36.77204631,1.1,1.1
-0.727737628,36.40796592,1.1,1.1
-0.719992306,36.04388568,1.1,1.1
-0.712267607,35.67980551,1.1,1.1
-0.704563092,35.31572541,1.1,1.1
-0.696878397,34.95164554,1.1,1.1
-0.689213303,34.58756566,1.1,1.1
-0.681567301,34.22348593,1.1,1.1
-0.673940245,33.85940634,1.1,1.1
-0.666331625,33.49532683,1.1,1.1
-0.658741148,33.13124739,1.1,1.1
-0.651168598,32.76716802,1.1,1.1
-0.643613463,32.4030888,1.1,1.1
-0.636075452,32.03900965,1.1,1.1
-0.628554273,31.67493058,1.1,1.1
-0.621049636,31.31085157,1.1,1.1
-0.61356103,30.94677264,1.1,1.1
-0.606088236,30.58269379,1.1,1.1
-0.598630963,30.218615,1.1,1.1
-0.591188701,29.85453629,1.1,1.1
-0.583761231,29.49045758,1.1,1.1
-0.576348262,29.12637902,1.1,1.1
-0.568949357,28.76230045,1.1,1.1
-0.561564151,28.39822203,1.1,1.1
-0.554192425,28.03414354,1.1,1.1
-0.546833743,27.67006519,1.1,1.1
-0.53948774,27.30598684,1.1,1.1
-0.532154198,26.9419085,1.1,1.1
-0.524832751,26.5778303,1.1,1.1
-0.517522964,26.21375202,1.1,1.1
-0.510224544,25.84967382,1.1,1.1
-0.5029372,25.48559562,1.1,1.1
-0.495660495,25.12151749,1.1,1.1
-0.48839421,24.75743936,1.1,1.1
-0.481137908,24.39336124,1.1,1.1
-0.473891297,24.02928318,1.1,1.1
-0.466654014,23.66520513,1.1,1.1
-0.459425693,23.301127,1.1,1.1
-0.452206117,22.93704894,1.1,1.1
-0.444994775,22.57297089,1.1,1.1
-0.437791448,22.20889283,1.1,1.1
-0.430595773,21.8448147,1.1,1.1
-0.423407457,21.48073665,1.1,1.1
-0.41622599,21.11665852,1.1,1.1
-0.409051228,20.75258046,1.1,1.1
-0.401882732,20.38850234,1.1,1.1
-0.394720212,20.02442421,1.1,1.1
-0.387563229,19.66034601,1.1,1.1
-0.380411566,19.29626781,1.1,1.1
-0.373264785,18.9321896,1.1,1.1
-0.366122595,18.56811133,1.1,1.1
-0.358984704,18.20403298,1.1,1.1
-0.351850675,17.83995471,1.1,1.1
-0.344720217,17.47587629,1.1,1.1
-0.337592965,17.11179787,1.1,1.1
-0.330468627,16.74771938,1.1,1.1
-0.32334684,16.38364088,1.1,1.1
-0.316227239,16.01956225,1.1,1.1
-0.309109533,15.65548361,1.1,1.1
-0.301993356,15.2914049,1.1,1.1
-0.294878419,14.92732611,1.1,1.1
-0.287764283,14.56324733,1.1,1.1
-0.280650657,14.1991684,1.1,1.1
-0.273537177,13.8350894,1.1,1.1
-0.266423551,13.47101032,1.1,1.1
-0.259309488,13.10693117,1.1,1.1
-0.252194478,12.74285195,1.1,1.1
-0.245078375,12.37877258,1.1,1.1
-0.237960668,12.01469322,1.1,1.1
-0.23084114,11.6506137,1.1,1.1
-0.223719353,11.28653405,1.1,1.1
-0.216595088,10.92245439,1.1,1.1
-0.209467909,10.55837451,1.1,1.1
-0.202337524,10.19429463,1.1,1.1
-0.195203567,9.830214611,1.1,1.1
-0.188065749,9.466134442,1.1,1.1
-0.180923632,9.102054201,1.1,1.1
-0.173776924,8.737973814,1.1,1.1
-0.166625334,8.373893281,1.1,1.1
-0.159468497,8.009812675,1.1,1.1
-0.152306049,7.645731851,1.1,1.1
-0.145137627,7.281650954,1.1,1.1
-0.13796301,6.917569911,1.1,1.1
-0.130781689,6.553488795,1.1,1.1
-0.123593446,6.18940746,1.1,1.1
-0.116397917,5.82532598,1.1,1.1
-0.109194736,5.461244354,1.1,1.1
-0.101983612,5.097162583,1.1,1.1
-0.094764108,4.733080665,1.1,1.1
-0.087536006,4.368998602,1.1,1.1
-0.080298869,4.004916321,1.1,1.1
-0.073052477,3.640833893,1.1,1.1
-0.065796321,3.27675132,1.1,1.1
-0.058530181,2.912668601,1.1,1.1
-0.051253695,2.548585663,1.1,1.1
-0.043966569,2.18450258,1.1,1.1
-0.036668368,1.820419278,1.1,1.1
-0.029358726,1.456335831,1.1,1.1
-0.022037499,1.092252165,1.1,1.1
-0.014704175,0.72816828,1.1,1.1
-0.007358391,0.364084249,1.1,1.1
