x_m,y_m, w_tr_right_m, w_tr_left_m
52.75121435,-22.97806726,1.1,1.1
52.77501701,-22.61593231,1.1,1.1
52.7913522,-22.25308318,1.1,1.1
52.80075142,-21.88964323,1.1,1.1
52.80429843,-21.52572469,1.1,1.1
52.80324147,-21.16143648,1.1,1.1
52.798829,-20.79688747,1.1,1.1
52.79230925,-20.43218669,1.1,1.1
52.78493053,-20.06744305,1.1,1.1
52.77790559,-19.7027623,1.1,1.1
52.77176104,-19.33819049,1.1,1.1
52.76640573,-18.97371975,1.1,1.1
52.76172612,-18.60934031,1.1,1.1
52.75760884,-18.24504219,1.1,1.1
52.75394028,-17.88081578,1.1,1.1
52.750607,-17.51665115,1.1,1.1
52.74749566,-17.15253856,1.1,1.1
52.74449276,-16.78846808,1.1,1.1
52.74148475,-16.42443003,1.1,1.1
52.73835826,-16.06041457,1.1,1.1
52.73499976,-15.69641179,1.1,1.1
52.73129594,-15.33241199,1.1,1.1
52.72716547,-14.96840768,1.1,1.1
52.72261295,-14.60439819,1.1,1.1
52.71765717,-14.24038368,1.1,1.1
52.71231694,-13.87636436,1.1,1.1
52.70661113,-13.51234044,1.1,1.1
52.70055847,-13.1483123,1.1,1.1
52.69417775,-12.78428001,1.1,1.1
52.68748778,-12.42024392,1.1,1.1
52.68050743,-12.0562042,1.1,1.1
52.67325536,-11.69216119,1.1,1.1
52.66575058,-11.32811505,1.1,1.1
52.65801167,-10.964066,1.1,1.1
52.65005758,-10.60001432,1.1,1.1
52.64190711,-10.23596024,1.1,1.1
52.63357899,-9.871903972,1.1,1.1
52.62509201,-9.507845882,1.1,1.1
52.61646498,-9.143786044,1.1,1.1
52.60771685,-8.779724749,1.1,1.1
52.59886619,-8.415662214,1.1,1.1
52.58993202,-8.051598805,1.1,1.1
52.58093292,-7.687534595,1.1,1.1
52.57188792,-7.323469947,1.1,1.1
52.56281567,-6.959405008,1.1,1.1
52.55373496,-6.595340142,1.1,1.1
52.54466467,-6.231275422,1.1,1.1
52.53562106,-5.867211139,1.1,1.1
52.52660739,-5.503147365,1.1,1.1
52.51762323,-5.139084029,1.1,1.1
52.50866801,-4.775021204,1.1,1.1
52.49974113,-4.410958815,1.1,1.1
52.49084223,-4.046896791,1.1,1.1
52.48197058,-3.682835276,1.1,1.1
52.47312575,-3.318774199,1.1,1.1
52.46430722,-2.954713487,1.1,1.1
52.45551434,-2.590653138,1.1,1.1
52.44674675,-2.226593227,1.1,1.1
52.43800372,-1.86253368,1.1,1.1
52.4292848,-1.498474571,1.1,1.1
52.4205895,-1.134415753,1.1,1.1
52.41191722,-0.770357299,1.1,1.1
52.40326738,-0.406299282,1.1,1.1
52.39463955,-0.042241484,1.1,1.1
52.38603322,0.321815949,1.1,1.1
52.37744765,0.685873018,1.1,1.1
52.36888249,1.049929796,1.1,1.1
52.36033714,1.413986283,1.1,1.1
52.35181104,1.778042477,1.1,1.1
52.34330373,2.142098454,1.1,1.1
52.33481457,2.506154066,1.1,1.1
52.32634312,2.870209459,1.1,1.1
52.31788879,3.234264561,1.1,1.1
52.30945107,3.598319444,1.1,1.1
52.30102931,3.962374109,1.1,1.1
52.29262315,4.326428555,1.1,1.1
52.28423199,4.690482709,1.1,1.1
52.2758552,5.054536718,1.1,1.1
52.26749231,5.418590508,1.1,1.1
52.25914284,5.782644153,1.1,1.1
52.25080619,6.146697578,1.1,1.1
52.24248186,6.510750858,1.1,1.1
52.23416926,6.87480392,1.1,1.1
52.22586781,7.238856836,1.1,1.1
52.21757714,7.602909679,1.1,1.1
52.2092966,7.966962303,1.1,1.1
52.20102561,8.331014854,1.1,1.1
52.19276372,8.695067333,1.1,1.1
52.18451036,9.059119593,1.1,1.1
52.17626502,9.423171853,1.1,1.1
52.16802718,9.787223967,1.1,1.1
52.15979619,10.15127601,1.1,1.1
52.15157161,10.51532805,1.1,1.1
52.14335287,10.87937995,1.1,1.1
52.13513944,11.24343184,1.1,1.1
52.12693075,11.60748366,1.1,1.1
52.11872635,11.97153549,1.1,1.1
52.11052561,12.33558724,1.1,1.1
52.10232806,12.69963906,1.1,1.1
52.09413314,13.06369081,1.1,1.1
52.08594034,13.42774256,1.1,1.1
52.07774899,13.79179438,1.1,1.1
52.06955873,14.15584613,1.1,1.1
52.06136892,14.51989803,1.1,1.1
52.0531791,14.88394992,1.1,1.1
52.04498862,15.24800182,1.1,1.1
52.03679706,15.61205379,1.1,1.1
52.02860374,15.9761059,1.1,1.1
52.02040831,16.34015802,1.1,1.1
52.01221004,16.70421028,1.1,1.1
52.00400856,17.06826261,1.1,1.1
51.99580322,17.43231501,1.1,1.1
51.98759359,17.79636757,1.1,1.1
51.97937899,18.16042026,1.1,1.1
51.97115901,18.52447311,1.1,1.1
51.96293305,18.88852602,1.1,1.1
51.95470053,19.25257916,1.1,1.1
51.94646101,19.61663244,1.1,1.1
51.93821392,19.98068586,1.1,1.1
51.92995866,20.34473951,1.1,1.1
51.92169481,20.7087933,1.1,1.1
51.91342171,21.0728473,1.1,1.1
51.90513891,21.43690153,1.1,1.1
51.89684591,21.80095598,1.1,1.1
51.88854205,22.16501064,1.1,1.1
51.88022683,22.5290656,1.1,1.1
51.87189972,22.8931207,1.1,1.1
51.86356023,23.25717617,1.1,1.1
51.85520777,23.62123185,1.1,1.1
51.84684183,23.98528776,1.1,1.1
51.8384619,24.34934402,1.1,1.1
51.83006732,24.71340051,1.1,1.1
51.82165773,25.07745736,1.1,1.1
51.81323248,25.4415145,1.1,1.1
51.80479104,25.80557194,1.1,1.1
51.79633285,26.16962973,1.1,1.1
51.78785746,26.53368782,1.1,1.1
51.77936429,26.89774628,1.1,1.1
51.77085283,27.26180509,1.1,1.1
51.76232243,27.62586435,1.1,1.1
51.75377264,27.9899239,1.1,1.1
51.74520296,28.35398381,1.1,1.1
51.7366128,28.71804416,1.1,1.1
51.72800166,29.08210494,1.1,1.1
51.71936887,29.44616609,1.1,1.1
51.71071408,29.81022768,1.1,1.1
51.7020367,30.1742897,1.1,1.1
51.69333615,30.53835216,1.1,1.1
51.6846141,30.90241499,1.1,1.1
51.67587369,31.26647833,1.1,1.1
51.66711849,31.63054195,1.1,1.1
51.65835184,31.99460587,1.1,1.1
51.64957718,32.35867008,1.1,1.1
51.64079808,32.72273459,1.1,1.1
51.63201781,33.08679931,1.1,1.1
51.62323987,33.45086417,1.1,1.1
51.61446761,33.81492918,1.1,1.1
51.60570461,34.17899427,1.1,1.1
51.59695422,34.5430595,1.1,1.1
51.58821986,34.90712473,1.1,1.1
51.57950495,35.27118996,1.1,1.1
51.57081292,35.63525519,1.1,1.1
51.56214727,35.99932028,1.1,1.1
51.55351135,36.36338536,1.1,1.1
51.54490866,36.72745023,1.1,1.1
51.53634263,37.09151495,1.1,1.1
51.52781659,37.45557945,1.1,1.1
51.51933406,37.81964366,1.1,1.1
51.51089846,38.18370765,1.1,1.1
51.50251321,38.54777128,1.1,1.1
51.49418173,38.91183461,1.1,1.1
51.48590746,39.27589751,1.1,1.1
51.47769389,39.63995997,1.1,1.1
51.46954437,40.004022,1.1,1.1
51.46146232,40.36808351,1.1,1.1
51.45345125,40.73214452,1.1,1.1
51.4455145,41.09620494,1.1,1.1
51.43765558,41.46026478,1.1,1.1
51.4298779,41.82432396,1.1,1.1
51.4221849,42.18838249,1.1,1.1
51.41457992,42.55244028,1.1,1.1
51.40706654,42.91649728,1.1,1.1
51.39964811,43.28055362,1.1,1.1
51.39232805,43.64460909,1.1,1.1
51.38510978,44.00866368,1.1,1.1
51.37799681,44.3727174,1.1,1.1
51.37099249,44.73677024,1.1,1.1
51.36410031,45.10082206,1.1,1.1
51.35732363,45.46487294,1.1,1.1
51.35066594,45.82892272,1.1,1.1
51.34413067,46.19297148,1.1,1.1
51.33772117,46.55701915,1.1,1.1
51.33144101,46.92106573,1.1,1.1
51.32529355,47.28511106,1.1,1.1
51.3192822,47.64915524,1.1,1.1
51.3134104,48.0131981,1.1,1.1
51.30768156,48.37723979,1.1,1.1
51.30209919,48.7412801,1.1,1.1
51.29658962,49.10531713,1.1,1.1
51.29084293,49.46934294,1.1,1.1
51.28450411,49.83334856,1.1,1.1
51.27721801,50.19732497,1.1,1.1
51.26862952,50.56126297,1.1,1.1
51.25838343,50.92515368,1.1,1.1
51.24612465,51.28898792,1.1,1.1
51.23149808,51.65275672,1.1,1.1
51.21414856,52.01645112,1.1,1.1
51.19372102,52.38006187,1.1,1.1
51.16986028,52.74358016,1.1,1.1
51.14221119,53.10699678,1.1,1.1
51.11041881,53.47030193,1.1,1.1
51.07413876,53.83341382,1.1,1.1
51.03304531,54.19612363,1.1,1.1
50.98681472,54.55820983,1.1,1.1
50.93512323,54.91945068,1.1,1.1
50.87764717,55.27962445,1.1,1.1
50.81406262,55.63850962,1.1,1.1
50.74404598,55.99588429,1.1,1.1
50.66727343,56.35152704,1.1,1.1
50.58342121,56.70521603,1.1,1.1
50.49216549,57.05672969,1.1,1.1
50.39318267,57.40584628,1.1,1.1
50.28614885,57.75234412,1.1,1.1
50.17079892,58.09601896,1.1,1.1
50.04720191,58.43676531,1.1,1.1
49.91554521,58.77451268,1.1,1.1
49.77601634,59.10919084,1.1,1.1
49.62880298,59.44072932,1.1,1.1
49.47409272,59.7690578,1.1,1.1
49.31207303,60.0941059,1.1,1.1
49.14293162,60.41580336,1.1,1.1
48.96685592,60.73407966,1.1,1.1
48.78403363,61.04886454,1.1,1.1
48.59465217,61.36008762,1.1,1.1
48.39889932,61.66767851,1.1,1.1
48.1969625,61.9715668,1.1,1.1
47.98902934,62.27168227,1.1,1.1
47.77528742,62.56795444,1.1,1.1
47.55592435,62.860313,1.1,1.1
47.33112764,63.14868756,1.1,1.1
47.10108484,63.43300772,1.1,1.1
46.86598368,63.71320317,1.1,1.1
46.62601155,63.98920358,1.1,1.1
46.3813561,64.26093851,1.1,1.1
46.13220497,64.52833762,1.1,1.1
45.87874564,64.7913306,1.1,1.1
45.62116576,65.04984699,1.1,1.1
45.35965288,65.30381654,1.1,1.1
45.09438305,65.55316777,1.1,1.1
44.8254035,65.79781863,1.1,1.1
44.55268048,66.03767985,1.1,1.1
44.27617902,66.27266232,1.1,1.1
43.99586392,66.50267676,1.1,1.1
43.7117002,66.72763408,1.1,1.1
43.42365283,66.94744506,1.1,1.1
43.13168681,67.16202046,1.1,1.1
42.8357671,67.37127108,1.1,1.1
42.53585858,67.57510772,1.1,1.1
42.23192627,67.77344113,1.1,1.1
41.92393512,67.96618226,1.1,1.1
41.61185009,68.15324177,1.1,1.1
41.29565928,68.33450482,1.1,1.1
40.97548688,68.50970596,1.1,1.1
40.65150659,68.6785247,1.1,1.1
40.32389207,68.84064079,1.1,1.1
39.99281703,68.99573377,1.1,1.1
39.65845527,69.14348321,1.1,1.1
39.32098043,69.28356866,1.1,1.1
38.98056622,69.41566985,1.1,1.1
38.63738636,69.53946623,1.1,1.1
38.29161466,69.65463741,1.1,1.1
37.94342481,69.76086313,1.1,1.1
37.59299041,69.85782276,1.1,1.1
37.24048508,69.94521113,1.1,1.1
36.88607658,70.02312262,1.1,1.1
36.52992646,70.09208295,1.1,1.1
36.17219604,70.15263938,1.1,1.1
35.81304658,70.2053393,1.1,1.1
35.45263941,70.25072993,1.1,1.1
35.09113579,70.28935846,1.1,1.1
34.72869706,70.32177219,1.1,1.1
34.36548439,70.34851844,1.1,1.1
34.00165918,70.37014438,1.1,1.1
33.63738263,70.38719732,1.1,1.1
33.27281607,70.4002245,1.1,1.1
32.90812082,70.40977324,1.1,1.1
32.54344998,70.41637511,1.1,1.1
32.17886192,70.42038018,1.1,1.1
31.81435409,70.4220219,1.1,1.1
31.44992306,70.42153186,1.1,1.1
31.08556533,70.41914149,1.1,1.1
30.72127742,70.41508236,1.1,1.1
30.35705567,70.4095859,1.1,1.1
29.99289673,70.40288369,1.1,1.1
29.6287971,70.39520723,1.1,1.1
29.26475315,70.38678809,1.1,1.1
28.90076152,70.37785764,1.1,1.1
28.53681856,70.36864752,1.1,1.1
28.17292085,70.3593885,1.1,1.1
27.80906373,70.35023945,1.1,1.1
27.44524072,70.3412252,1.1,1.1
27.08144488,70.33235559,1.1,1.1
26.71766937,70.32364083,1.1,1.1
26.35390735,70.31509082,1.1,1.1
25.9901521,70.30671555,1.1,1.1
25.62639671,70.29852515,1.1,1.1
25.26263432,70.29052953,1.1,1.1
24.89885815,70.28273873,1.1,1.1
24.53506137,70.27516283,1.1,1.1
24.17123712,70.26781173,1.1,1.1
23.80737854,70.26069555,1.1,1.1
23.44347894,70.25382429,1.1,1.1
23.07953132,70.24720791,1.1,1.1
22.7155289,70.24085649,1.1,1.1
22.35146491,70.23478007,1.1,1.1
21.98733249,70.2289885,1.1,1.1
21.62312481,70.22349197,1.1,1.1
21.25883499,70.21830046,1.1,1.1
20.89445621,70.21342397,1.1,1.1
20.52998175,70.20887246,1.1,1.1
20.16540462,70.20465601,1.1,1.1
19.80071812,70.20078466,1.1,1.1
19.43591531,70.19726833,1.1,1.1
19.07098943,70.19411714,1.1,1.1
18.70595571,70.19119373,1.1,1.1
18.34090355,70.18786518,1.1,1.1
17.97593803,70.18339456,1.1,1.1
17.61116423,70.17704459,1.1,1.1
17.24668707,70.16807836,1.1,1.1
16.88261172,70.15575866,1.1,1.1
16.51904316,70.13934849,1.1,1.1
16.15608647,70.11811072,1.1,1.1
15.79384667,70.09130829,1.1,1.1
15.43242889,70.05820413,1.1,1.1
15.07193799,70.01806111,1.1,1.1
14.71247921,69.97014223,1.1,1.1
14.35415863,69.91375555,1.1,1.1
13.99709582,69.84875903,1.1,1.1
13.64141934,69.77537704,1.1,1.1
13.28725794,69.6938405,1.1,1.1
12.93474037,69.60438034,1.1,1.1
12.58399526,69.50722753,1.1,1.1
12.23515142,69.40261301,1.1,1.1
11.88833755,69.29076769,1.1,1.1
11.54368233,69.17192256,1.1,1.1
11.20131445,69.04630855,1.1,1.1
10.86136274,68.91415664,1.1,1.1
10.52395588,68.77569776,1.1,1.1
10.18922241,68.63116225,1.1,1.1
9.857279588,68.48071405,1.1,1.1
9.528222347,68.32438858,1.1,1.1
9.202143163,68.16220683,1.1,1.1
8.879134432,67.99418957,1.1,1.1
8.559288551,67.82035763,1.1,1.1
8.242698137,67.64073185,1.1,1.1
7.929455512,67.45533316,1.1,1.1
7.61965322,67.26418231,1.1,1.1
7.313383585,67.06730022,1.1,1.1
7.01073915,66.86470773,1.1,1.1
6.711812312,66.65642568,1.1,1.1
6.416695613,66.44247484,1.1,1.1
6.125486334,66.22287561,1.1,1.1
5.838429311,65.99763192,1.1,1.1
5.555937562,65.76672899,1.1,1.1
5.278433214,65.530151,1.1,1.1
5.006338538,65.28788228,1.1,1.1
4.740075662,65.03990702,1.1,1.1
4.480066856,64.78620949,1.1,1.1
4.226591061,64.5268224,1.1,1.1
3.979430765,64.26194701,1.1,1.1
3.738260756,63.99182109,1.1,1.1
3.502755897,63.71668226,1.1,1.1
3.272590975,63.43676831,1.1,1.1
3.047440706,63.15231691,1.1,1.1
2.827066375,62.86354325,1.1,1.1
2.611529407,62.57058404,1.1,1.1
2.400957033,62.27355878,1.1,1.1
2.195476261,61.97258696,1.1,1.1
1.995214027,61.6677881,1.1,1.1
1.800297488,61.35928192,1.1,1.1
1.610853653,61.04718777,1.1,1.1
1.427009531,60.73162531,1.1,1.1
1.248892204,60.41271404,1.1,1.1
1.076628683,60.09057353,1.1,1.1
0.910346049,59.7653233,1.1,1.1
0.750171312,59.43708291,1.1,1.1
0.596231554,59.10597188,1.1,1.1
0.448653786,58.77210985,1.1,1.1
0.307565015,58.43561617,1.1,1.1
0.173092399,58.09661058,1.1,1.1
0.045362873,57.75521251,1.1,1.1
-0.075496481,57.41154159,1.1,1.1
-0.189358579,57.06571727,1.1,1.1
-0.296096486,56.71785913,1.1,1.1
-0.395583119,56.36808673,1.1,1.1
-0.487691322,56.01651966,1.1,1.1
-0.572294232,55.66327742,1.1,1.1
-0.649264621,55.30847951,1.1,1.1
-0.718475625,54.95224551,1.1,1.1
-0.779857581,54.59469413,1.1,1.1
-0.833714862,54.23593881,1.1,1.1
-0.880501218,53.87609084,1.1,1.1
-0.920670764,53.51526147,1.1,1.1
-0.954677543,53.15356198,1.1,1.1
-0.982975743,52.79110365,1.1,1.1
-1.006019408,52.42799773,1.1,1.1
-1.024262726,52.06435557,1.1,1.1
-1.038159738,51.70028837,1.1,1.1
-1.048164634,51.33590748,1.1,1.1
-1.054731528,50.97132408,1.1,1.1
-1.058314465,50.60664952,1.1,1.1
-1.059367631,50.24199508,1.1,1.1
-1.058295883,49.87744921,1.1,1.1
-1.055328466,49.51301869,1.1,1.1
-1.050655128,49.1486923,1.1,1.1
-1.044465837,48.78445853,1.1,1.1
-1.036950415,48.42030614,1.1,1.1
-1.028298684,48.05622364,1.1,1.1
-1.01870054,47.6921998,1.1,1.1
-1.008345876,47.32822318,1.1,1.1
-0.997424442,46.96428241,1.1,1.1
-0.986126206,46.60036612,1.1,1.1
-0.97464099,46.23646295,1.1,1.1
